startYear,endYear,codebookName,label,description
2013,2014,Demographic Variables and Sample Weights,INDFMIN2,Total family income (reported as a range value in dollars)
2013,2014,Demographic Variables and Sample Weights,INDFMPIR,A ratio of family income to poverty guidelines.
2013,2014,Blood Pressure,SEQN,Respondent sequence number.
2013,2014,Blood Pressure,PEASCST1,Blood Pressure Status
2013,2014,Blood Pressure,PEASCTM1,Blood Pressure Time in Seconds
2013,2014,Blood Pressure,PEASCCT1,Blood Pressure Comment
2013,2014,Blood Pressure,BPXCHR,60 sec HR (30 sec HR * 2)
2013,2014,Blood Pressure,BPAARM,Arm selected:
2013,2014,Blood Pressure,BPACSZ,Cuff size (cm) (width X length)
2013,2014,Blood Pressure,BPXPLS,60 sec. pulse (30 sec. pulse * 2)
2013,2014,Blood Pressure,BPXPULS,Pulse regular or irregular?
2013,2014,Blood Pressure,BPXPTY,Pulse type
2013,2014,Blood Pressure,BPXSY1,Systolic:  Blood pressure (first reading) mm Hg
2013,2014,Blood Pressure,BPXDI1,Diastolic:  Blood pressure (first reading) mm Hg
2013,2014,Blood Pressure,BPAEN1,Enhancement used first reading
2013,2014,Blood Pressure,BPXSY2,Systolic:  Blood pressure (second reading) mm Hg
2013,2014,Blood Pressure,BPXDI2,Diastolic: Blood pressure (second reading) mm Hg
2013,2014,Blood Pressure,BPAEN2,Enhancement used second reading
2013,2014,Blood Pressure,BPXSY3,Systolic:  Blood pressure (third reading) mm Hg
2013,2014,Blood Pressure,BPXDI3,Diastolic: Blood pressure (third reading) mm Hg
2013,2014,Blood Pressure,BPAEN3,Enhancement used third reading
2013,2014,Blood Pressure,BPXSY4,Systolic:  Blood pressure (fourth reading if necessary) mm Hg
2013,2014,Blood Pressure,BPXDI4,Diastolic: Blood pressure (fourth reading if necessary) mm Hg
2013,2014,Blood Pressure,BPAEN4,Enhancement used fourth reading
2013,2014,"Dietary Interview - Individual Foods, First Day",WTDRD1,Dietary day one sample weight
2013,2014,"Dietary Interview - Individual Foods, First Day",WTDR2D,Dietary two-day sample weight
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1DRSTZ,Dietary recall status
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1EXMER,Interviewer ID code
2013,2014,"Dietary Interview - Individual Foods, First Day",DRABF,"Indicates whether the sample person was an infant who was breast-fed on either of the two recall 

days.  
"
2013,2014,"Dietary Interview - Individual Foods, First Day",DRDINT,Indicates whether the sample person has intake data for one or two days.
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1DBIH,Number of days between intake day and the day of family questionnaire administered in the household.
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1DAY,Intake day of the week
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1LANG,The respondent spoke mostly:
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1CCMNM,Combination food number (sequential number)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1CCMTX,Combination food type
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1_030Z,Name of eating occasion
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1FS,Where did you get (this/most of the ingredients for this) {FOODNAME}?
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1_040Z,Did you eat this meal at home? 
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IFDCD,USDA food code
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IGRMS,Gram weight of the food/individual component
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IKCAL,Energy (kcal)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IPROT,Protein (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1ICARB,Carbohydrate (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1ISUGR,Total sugars (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IFIBE,Dietary fiber (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1ITFAT,Total fat (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1ISFAT,Total saturated fatty acids (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IMFAT,Total monounsaturated fatty acids (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IPFAT,Total polyunsaturated fatty acids (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1ICHOL,Cholesterol (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IATOC,Vitamin E as alpha-tocopherol (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IATOA,Added alpha-tocopherol (Vitamin E) (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IRET,Retinol (mcg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IVARA,Vitamin A as retinol activity equivalents (mcg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IACAR,Alpha-carotene (mcg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IBCAR,Beta-carotene (mcg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1ICRYP,Beta-cryptoxanthin (mcg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1ILYCO,Lycopene (mcg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1ILZ,Lutein + zeaxanthin (mcg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IVB1,Thiamin (Vitamin B1) (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IVB2,Riboflavin (Vitamin B2) (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1INIAC,Niacin (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IVB6,Vitamin B6 (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IFOLA,Total folate (mcg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IFA,Folic acid (mcg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IFF,Food folate (mcg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IFDFE,Folate as dietary folate equivalents (mcg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1ICHL,Total choline (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IVB12,Vitamin B12 (mcg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IB12A,Added vitamin B12 (mcg) 
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IVC,Vitamin C (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IVD,Vitamin D (D2 + D3) (mcg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IVK,Vitamin K (mcg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1ICALC,Calcium (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IPHOS,Phosphorus (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IMAGN,Magnesium (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IIRON,Iron (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IZINC,Zinc (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1ICOPP,Copper (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1ISODI,Sodium (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IPOTA,Potassium (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1ISELE,Selenium (mcg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1ICAFF,Caffeine (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1ITHEO,Theobromine (mg)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IALCO,Alcohol (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IMOIS,Moisture (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IS040,SFA 4:0 (Butanoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IS060,SFA 6:0 (Hexanoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IS080,SFA 8:0 (Octanoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IS100,SFA 10:0 (Decanoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IS120,SFA 12:0 (Dodecanoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IS140,SFA 14:0 (Tetradecanoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IS160,SFA 16:0 (Hexadecanoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IS180,SFA 18:0 (Octadecanoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IM161,MFA 16:1 (Hexadecenoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IM181,MFA 18:1 (Octadecenoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IM201,MFA 20:1 (Eicosenoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IM221,MFA 22:1 (Docosenoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IP182,PFA 18:2 (Octadecadienoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IP183,PFA 18:3 (Octadecatrienoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IP184,PFA 18:4 (Octadecatetraenoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IP204,PFA 20:4 (Eicosatetraenoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IP205,PFA 20:5 (Eicosapentaenoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IP225,PFA 22:5 (Docosapentaenoic) (gm)
2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IP226,PFA 22:6 (Docosahexaenoic) (gm)
2013,2014,Acrylamide & Glycidamide ,SEQN,Respondent sequence number
2013,2014,Acrylamide & Glycidamide ,WTSA2YR,Subsample A weights
2013,2014,Acrylamide & Glycidamide ,LBXACR,Acrylamide (pmol/g Hb)
2013,2014,Acrylamide & Glycidamide ,LBDACRLC,Acrylamide comment code
2013,2014,Acrylamide & Glycidamide ,LBXGLY,Glycideamide (pmol/g Hb)
2013,2014,Acrylamide & Glycidamide ,LBDGLYLC,Glycidamide comment code
2013,2014,Acculturation,SEQN,Respondent sequence number.
2013,2014,Acculturation,ACQBOX1,"BOX 1. CHECK ITEM: IF THE PARTICIPANT SELF-IDENTIFIED AS ""MEXICAN AMERICAN"" OR ""OTHER HISPANIC"" (i.e., RIDRETH3=1, OR 2), GO TO ACD040;  IF THE PARTICIPANT SELF-IDENTIFIED AS ""NON-HISPANIC ASIAN"" (i.e., RIDRETH3=6), GO TO ACD110;  IF THE PARTICIPANT SELF-IDENTIFIED AS ""NON-HISPANIC WHITE"", ""NON-HISPANIC BLACK"", OR ""OTHER RACE - INCLUDING MULTI-RACIAL"" (i.e., RIDRETH3=3, 4, OR 7), CONTINUE WITH ACD011A."
2011,2012,Demographic Variables & Sample Weights,SEQN,Respondent sequence number.
2011,2012,Demographic Variables & Sample Weights,SDDSRVYR,Data release cycle
2011,2012,Demographic Variables & Sample Weights,RIDSTATR,Interview and examination status of the participant.
2011,2012,Demographic Variables & Sample Weights,RIAGENDR,Gender of the participant.
2011,2012,Demographic Variables & Sample Weights,RIDAGEYR,Age in years of the participant at the time of screening. Individuals 80 and over are topcoded at 80 years of age.
2011,2012,Demographic Variables & Sample Weights,RIDAGEMN,Age in months of the participant at the time of screening. Reported for persons aged 24 months or younger at the time of exam (or screening if not examined).
2011,2012,Demographic Variables & Sample Weights,RIDRETH1,Recode of reported race and Hispanic origin information
2011,2012,Demographic Variables & Sample Weights,RIDRETH3,"Recode of reported race and Hispanic origin information, with Non-Hispanic Asian Category"
2011,2012,Demographic Variables & Sample Weights,RIDEXMON,"Six month time period when the examination was performed - two categories: November 1 through April 30, May 1 through October 31."
2011,2012,Demographic Variables & Sample Weights,RIDEXAGY,Age in years of the participant at the time of examination. Reported for persons aged 2-19 years at the time of screening.
2011,2012,Demographic Variables & Sample Weights,RIDEXAGM,Age in months of the participant at the time of examination. Reported for persons aged 19 years or younger at the time of examination.
2011,2012,Demographic Variables & Sample Weights,DMQMILIZ,"{Have you/Has SP} ever served on active duty in the U.S. Armed Forces, military Reserves, or National Guard? (Active duty does not include training for the Reserves or National Guard, but does include activation, for service in the U.S. or in a foreign country, in support of military or humanitarian operations.)"
2011,2012,Demographic Variables & Sample Weights,DMQADFC,"Did {you/SP} ever serve in a foreign country during a time of armed conflict or on a humanitarian or peace-keeping mission? (This would include National Guard or reserve or active duty monitoring or conducting peace keeping operations in Bosnia and Kosovo, in the Sinai between Egypt and Israel, or in response to the 2004 tsunami or Haiti in 2010.)"
2011,2012,Demographic Variables & Sample Weights,DMDBORN4,In what country {were you/was SP} born?
2011,2012,Demographic Variables & Sample Weights,DMDYRSUS,Length of time the participant has been in the US.
2011,2012,Demographic Variables & Sample Weights,DMDMARTL,Marital status
2011,2012,Demographic Variables & Sample Weights,RIDEXPRG,Pregnancy status for females between 20 and 44 years of age at the time of MEC exam.
2011,2012,Demographic Variables & Sample Weights,SIALANG,Language of the Sample Person Interview Instrument
2011,2012,Demographic Variables & Sample Weights,SIAPROXY,Was a Proxy respondent used in conducting the Sample Person (SP) interview?
2011,2012,Demographic Variables & Sample Weights,SIAINTRP,Was an interpreter used to conduct the Sample Person (SP) interview?
2011,2012,Demographic Variables & Sample Weights,FIALANG,Language of the Family Interview Instrument
2011,2012,Demographic Variables & Sample Weights,FIAPROXY,Was a Proxy respondent used in conducting the Family Interview?
2011,2012,Demographic Variables & Sample Weights,FIAINTRP,Was an interpreter used to conduct the Family interview?
2011,2012,Demographic Variables & Sample Weights,MIALANG,Language of the MEC CAPI Interview Instrument
2011,2012,Demographic Variables & Sample Weights,MIAPROXY,Was a Proxy respondent used in conducting the MEC CAPI Interview?
2011,2012,Demographic Variables & Sample Weights,MIAINTRP,Was an interpreter used to conduct the MEC CAPI interview?
2011,2012,Demographic Variables & Sample Weights,AIALANGA,Language of the MEC ACASI Interview Instrument
2011,2012,Demographic Variables & Sample Weights,WTINT2YR,Interviewed participants.
2011,2012,Demographic Variables & Sample Weights,WTMEC2YR,Both interviewed and MEC examined participants.
2011,2012,Demographic Variables & Sample Weights,SDMVPSU,Masked variance unit pseudo-PSU variable for variance estimation
2011,2012,Demographic Variables & Sample Weights,SDMVSTRA,Masked variance unit pseudo-stratum variable for variance estimation
2011,2012,Demographic Variables & Sample Weights,INDHHIN2,Total household income (reported as a range value in dollars)
2011,2012,Demographic Variables & Sample Weights,INDFMIN2,Total family income (reported as a range value in dollars)
2011,2012,Demographic Variables & Sample Weights,INDFMPIR,A ratio of family income to poverty guidelines.
2011,2012,Demographic Variables & Sample Weights,DMDHHSIZ,Total number of people in the Household
2011,2012,Demographic Variables & Sample Weights,DMDFMSIZ,Total number of people in the Family
2011,2012,Demographic Variables & Sample Weights,DMDHHSZA,Number of children aged 5 years or younger in the household
2011,2012,Demographic Variables & Sample Weights,DMDHHSZB,Number of children aged 6-17 years old in the household
2011,2012,Demographic Variables & Sample Weights,DMDHHSZE,Number of adults aged 60 years or older in the household
2011,2012,Demographic Variables & Sample Weights,DMDHRGND,HH reference person's gender
2011,2012,Demographic Variables & Sample Weights,DMDHRAGE,HH reference person's age in years
2011,2012,Demographic Variables & Sample Weights,DMDHRBR4,HH reference person's country of birth
2011,2012,Demographic Variables & Sample Weights,DMDHREDU,HH reference person's education level
2011,2012,Demographic Variables & Sample Weights,DMDHRMAR,HH reference person's marital status
2011,2012,Demographic Variables & Sample Weights,DMDHSEDU,HH reference person's spouse's education level
2011,2012,Audiometry,SEQN,Respondent sequence number.
2011,2012,Audiometry,AUAEXSTS,Status of an Audiometry Exam
2011,2012,Audiometry,AUAEXCMT,Comment code for an Audio Exam
2011,2012,Audiometry,AUQ010,"Do you now have a tube in your right or left ear? (If yes, indicate affected ear(s))"
2011,2012,Audiometry,AUQ020,"Have you had a cold, sinus problem, or earache in the last 24 hours?"
2011,2012,Audiometry,AUQ020A,Have you had a cold in the last 24 hours?
2011,2012,Audiometry,AUQ020B,Have you had a sinus problem in the last 24 hours
2011,2012,Audiometry,AUQ020C,Have you had an earache in the right ear in the last 24 hours?
2011,2012,Audiometry,AUQ020D,Have you had an earache in left ear in the last 24 hours?
2011,2012,Audiometry,AUQ020E,Have you had an earache in both ears in the last 24 hours?
2011,2012,Audiometry,AUQ030,Have you been exposed to loud noise or listened to music with headphones in the past 24 hours?
2011,2012,Audiometry,AUQ050,Do you hear better in one ear than the other?
2011,2012,Audiometry,AUXOTSPL,Normal:  Left Ear Otoscopy
2011,2012,Audiometry,AUXLOEXC,"Excessive Cerumen, Left Ear"
2011,2012,Audiometry,AUXLOIMC,"Impacted Cerumen, Left Ear"
2011,2012,Audiometry,AUXLOCOL,"Collapsing Ear Canal, Left Ear"
2011,2012,Audiometry,AUXLOABN,"Other Exam Abnormality, Left Ear"
2011,2012,Audiometry,AUDLOABC,"Other Exam Abnormality, Left, Comment"
2011,2012,Audiometry,AUXROTSP,Normal:  Right Ear Otoscopy
2011,2012,Audiometry,AUXROEXC,"Excessive Cerumen, Right Ear"
2011,2012,Audiometry,AUXROIMC,"Impacted Cerumen, Right Ear"
2011,2012,Audiometry,AUXROCOL,"Collapsing Ear Canal, Right Ear"
2011,2012,Audiometry,AUXROABN,"Other Exam Abnormality, Right Ear"
2011,2012,Audiometry,AUDROABC,"Other Exam Abnormality, Right, Comment"
2011,2012,Audiometry,AUAEAR,Which ear tested first?
2011,2012,Audiometry,AUAMODE,Mode of Audiometric Test (Manual/Automatic/Mixed)
2011,2012,Audiometry,AUAFMANL,Frequency at Which Switched From Auto to Manual Audio Testing (Left)
2011,2012,Audiometry,AUAFMANR,Frequency at Which Switched From Auto to Manual Audio Testing (Right)
2011,2012,Audiometry,AUXU1K1R,Right threshold @ 1000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXU500R,Right threshold @ 500Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXU1K2R,Right threshold @ 1000Hz (second reading) in decibels (Hearing Level)
2011,2012,Audiometry,AUXU2KR,Right threshold @ 2000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXU3KR,Right threshold @ 3000Hz in decibels (Hearing Levels)
2011,2012,Audiometry,AUXU4KR,Right threshold @ 4000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXU6KR,Right threshold @ 6000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXU8KR,Right threshold @ 8000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXU1K1L,Left threshold @ 1000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXU500L,Left threshold @ 500Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXU1K2L,Left threshold @ 1000Hz (second reading) in decibels (Hearing Level)
2011,2012,Audiometry,AUXU2KL,Left threshold @ 2000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXU3KL,Left threshold @ 3000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXU4KL,Left threshold @ 4000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXU6KL,Left threshold @ 6000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXU8KL,Left threshold @ 8000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXR1K1R,Right retest threshold @ 1000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXR5CR,Right retest threshold @ 500Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXR1K2R,"Right retest threshold @ 1000Hz, (second reading) in decibels (Hearing Level)"
2011,2012,Audiometry,AUXR2KR,Right retest threshold @ 2000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXR3KR,Right retest threshold @ 3000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXR4KR,Right retest threshold @ 4000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXR6KR,Right retest threshold @ 6000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXR8KR,Right retest threshold @ 8000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXR1K1L,Left retest threshold @ 1000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXR5CL,Left retest threshold @ 500Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXR1K2L,"Left retest threshold @ 1000Hz, (second reading) in decibels (Hearing Level)"
2011,2012,Audiometry,AUXR2KL,Left retest threshold @ 2000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXR3KL,Left retest threshold @ 3000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXR4KL,Left retest threshold @ 4000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXR6KL,Left retest threshold @ 6000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUXR8KL,Left retest threshold @ 8000Hz in decibels (Hearing Level)
2011,2012,Audiometry,AUAREQC,Quality Code for Tympanogram of Right Ear
2011,2012,Audiometry,AUALEQC,Quality Code for Tympanogram  of Left Ear
2011,2012,"Dietary Interview - Individual Foods, First Day",WTDRD1,Dietary day one sample weight
2011,2012,"Dietary Interview - Individual Foods, First Day",WTDR2D,Dietary two-day sample weight
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1DRSTZ,Dietary recall status
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1EXMER,Interviewer ID code
2011,2012,"Dietary Interview - Individual Foods, First Day",DRABF,"Indicates whether the sample person was an infant who was breast-fed on either of the two recall 

days.  
"
2011,2012,"Dietary Interview - Individual Foods, First Day",DRDINT,Indicates whether the sample person has intake data for one or two days.
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1DBIH,Number of days between intake day and the day of family questionnaire administered in the household.
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1DAY,Intake day of the week
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1LANG,The respondent spoke mostly:
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1CCMNM,Combination food number (sequential number)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1CCMTX,Combination food type
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1_030Z,Name of eating occasion
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1FS,Where did you get (this/most of the ingredients for this) {FOODNAME}?
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1_040Z,Did you eat this meal at home? 
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IFDCD,USDA food code
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1MC,Modification code
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IGRMS,Gram weight of the food/individual component
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IKCAL,Energy (kcal)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IPROT,Protein (gm)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1ICARB,Carbohydrate (gm)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1ISUGR,Total sugars (gm)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IFIBE,Dietary fiber (gm)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1ITFAT,Total fat (gm)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1ISFAT,Total saturated fatty acids (gm)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IMFAT,Total monounsaturated fatty acids (gm)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IPFAT,Total polyunsaturated fatty acids (gm)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1ICHOL,Cholesterol (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IATOC,Vitamin E as alpha-tocopherol (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IATOA,Added alpha-tocopherol (Vitamin E) (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IRET,Retinol (mcg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IVARA,Vitamin A as retinol activity equivalents (mcg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IACAR,Alpha-carotene (mcg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IBCAR,Beta-carotene (mcg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1ICRYP,Beta-cryptoxanthin (mcg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1ILYCO,Lycopene (mcg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1ILZ,Lutein + zeaxanthin (mcg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IVB1,Thiamin (Vitamin B1) (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IVB2,Riboflavin (Vitamin B2) (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1INIAC,Niacin (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IVB6,Vitamin B6 (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IFOLA,Total folate (mcg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IFA,Folic acid (mcg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IFF,Food folate (mcg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IFDFE,Folate as dietary folate equivalents (mcg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1ICHL,Total choline (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IVB12,Vitamin B12 (mcg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IB12A,Added vitamin B12 (mcg) 
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IVC,Vitamin C (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IVD,Vitamin D (D2 + D3) (mcg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IVK,Vitamin K (mcg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1ICALC,Calcium (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IPHOS,Phosphorus (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IMAGN,Magnesium (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IIRON,Iron (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IZINC,Zinc (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1ICOPP,Copper (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1ISODI,Sodium (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IPOTA,Potassium (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1ISELE,Selenium (mcg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1ICAFF,Caffeine (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1ITHEO,Theobromine (mg)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IALCO,Alcohol (gm)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IMOIS,Moisture (gm)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IS040,SFA 4:0 (Butanoic) (gm)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IS060,SFA 6:0 (Hexanoic) (gm)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IS080,SFA 8:0 (Octanoic) (gm)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IS100,SFA 10:0 (Decanoic) (gm)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IS120,SFA 12:0 (Dodecanoic) (gm)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IS140,SFA 14:0 (Tetradecanoic) (gm)
2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IS160,SFA 16:0 (Hexadecanoic) (gm)
