codebookType,startYear,endYear,name,docFile,docFileLink,dataFile,dataFileLink,published
Questionnaire,2007,2008,Sleep Disorders,SLQ_E Doc,/Nchs/Nhanes/2007-2008/SLQ_E.htm,SLQ_E Data [XPT - 1.4 MB],/Nchs/Nhanes/2007-2008/SLQ_E.XPT,October 2009
Questionnaire,2005,2006,Sleep Disorders,SLQ_D Doc,/Nchs/Nhanes/2005-2006/SLQ_D.htm,SLQ_D Data [XPT - 1.3 MB],/Nchs/Nhanes/2005-2006/SLQ_D.XPT,March 2008
Questionnaire,2009,2010,Sleep Disorders,SLQ_F Doc,/Nchs/Nhanes/2009-2010/SLQ_F.htm,SLQ_F Data [XPT - 216.6 KB],/Nchs/Nhanes/2009-2010/SLQ_F.XPT,January 2012
Questionnaire,2011,2012,Sleep Disorders,SLQ_G Doc,/Nchs/Nhanes/2011-2012/SLQ_G.htm,SLQ_G Data [XPT - 194.2 KB],/Nchs/Nhanes/2011-2012/SLQ_G.XPT,November 2013
Questionnaire,2013,2014,Sleep Disorders,SLQ_H Doc,/Nchs/Nhanes/2013-2014/SLQ_H.htm,SLQ_H Data [XPT - 203.3 KB],/Nchs/Nhanes/2013-2014/SLQ_H.XPT,February 2016
Questionnaire,2015,2016,Sleep Disorders,SLQ_I Doc,/Nchs/Nhanes/2015-2016/SLQ_I.htm,SLQ_I Data [XPT - 360.2 KB],/Nchs/Nhanes/2015-2016/SLQ_I.XPT,March 2018
Questionnaire,2017,2018,Sleep Disorders,SLQ_J Doc,/Nchs/Nhanes/2017-2018/SLQ_J.htm,SLQ_J Data [XPT - 459.5 KB],/Nchs/Nhanes/2017-2018/SLQ_J.XPT,February 2020
Questionnaire,2017,2020,Sleep Disorders,P_SLQ Doc,/Nchs/Nhanes/2017-2018/P_SLQ.htm,P_SLQ Data [XPT - 759 KB],/Nchs/Nhanes/2017-2018/P_SLQ.XPT,July 2021
Questionnaire,1999,2000,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,SMQMEC Doc,/Nchs/Nhanes/1999-2000/SMQMEC.htm,SMQMEC Data [XPT - 2.2 MB],/Nchs/Nhanes/1999-2000/SMQMEC.XPT,June 2002
Questionnaire,2003,2004,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,SMQMEC_C Doc,/Nchs/Nhanes/2003-2004/SMQMEC_C.htm,SMQMEC_C Data [XPT - 2.4 MB],/Nchs/Nhanes/2003-2004/SMQMEC_C.XPT,September 2006
Questionnaire,2001,2002,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,SMQMEC_B Doc,/Nchs/Nhanes/2001-2002/SMQMEC_B.htm,SMQMEC_B Data [XPT - 2.5 MB],/Nchs/Nhanes/2001-2002/SMQMEC_B.XPT,July 2004
Questionnaire,2007,2008,Smoking - Cigarette Use,SMQ_E Doc,/Nchs/Nhanes/2007-2008/SMQ_E.htm,SMQ_E Data [XPT - 2.3 MB],/Nchs/Nhanes/2007-2008/SMQ_E.XPT,Updated May 2015
Questionnaire,2005,2006,Smoking - Cigarette Use,SMQ_D Doc,/Nchs/Nhanes/2005-2006/SMQ_D.htm,SMQ_D Data [XPT - 2.5 MB],/Nchs/Nhanes/2005-2006/SMQ_D.XPT,Updated June 2008
Questionnaire,2009,2010,Smoking - Cigarette Use,SMQ_F Doc,/Nchs/Nhanes/2009-2010/SMQ_F.htm,SMQ_F Data [XPT - 2.5 MB],/Nchs/Nhanes/2009-2010/SMQ_F.XPT,Updated May 2015
Questionnaire,2011,2012,Smoking - Cigarette Use,SMQ_G Doc,/Nchs/Nhanes/2011-2012/SMQ_G.htm,SMQ_G Data [XPT - 1.9 MB],/Nchs/Nhanes/2011-2012/SMQ_G.XPT,Updated May 2015
Questionnaire,2013,2014,Smoking - Cigarette Use,SMQ_H Doc,/Nchs/Nhanes/2013-2014/SMQ_H.htm,SMQ_H Data [XPT - 2.1 MB],/Nchs/Nhanes/2013-2014/SMQ_H.XPT,Updated September 2016
Questionnaire,2015,2016,Smoking - Cigarette Use,SMQ_I Doc,/Nchs/Nhanes/2015-2016/SMQ_I.htm,SMQ_I Data [XPT - 2.6 MB],/Nchs/Nhanes/2015-2016/SMQ_I.XPT,September 2017
Questionnaire,2017,2018,Smoking - Cigarette Use,SMQ_J Doc,/Nchs/Nhanes/2017-2018/SMQ_J.htm,SMQ_J Data [XPT - 2.2 MB],/Nchs/Nhanes/2017-2018/SMQ_J.XPT,February 2020
Questionnaire,2017,2020,Smoking - Cigarette Use,P_SMQ Doc,/Nchs/Nhanes/2017-2018/P_SMQ.htm,P_SMQ Data [XPT - 1.4 MB],/Nchs/Nhanes/2017-2018/P_SMQ.XPT,August 2021
Questionnaire,1999,2000,Smoking - Cigarette/Tobacco Use - Adult,SMQ Doc,/Nchs/Nhanes/1999-2000/SMQ.htm,SMQ Data [XPT - 1.7 MB],/Nchs/Nhanes/1999-2000/SMQ.XPT,Updated February 2003
Questionnaire,2003,2004,Smoking - Cigarette/Tobacco Use - Adult,SMQ_C Doc,/Nchs/Nhanes/2003-2004/SMQ_C.htm,SMQ_C Data [XPT - 1.8 MB],/Nchs/Nhanes/2003-2004/SMQ_C.XPT,September 2006
Questionnaire,2001,2002,Smoking - Cigarette/Tobacco Use - Adult,SMQ_B Doc,/Nchs/Nhanes/2001-2002/SMQ_B.htm,SMQ_B Data [XPT - 2 MB],/Nchs/Nhanes/2001-2002/SMQ_B.XPT,July 2004
Questionnaire,2007,2008,Smoking - Household Smokers,SMQFAM_E Doc,/Nchs/Nhanes/2007-2008/SMQFAM_E.htm,SMQFAM_E Data [XPT - 397.9 KB],/Nchs/Nhanes/2007-2008/SMQFAM_E.XPT,September 2009
Questionnaire,2005,2006,Smoking - Household Smokers,SMQFAM_D Doc,/Nchs/Nhanes/2005-2006/SMQFAM_D.htm,SMQFAM_D Data [XPT - 405.6 KB],/Nchs/Nhanes/2005-2006/SMQFAM_D.XPT,December 2007
Questionnaire,2003,2004,Smoking - Household Smokers,SMQFAM_C Doc,/Nchs/Nhanes/2003-2004/SMQFAM_C.htm,SMQFAM_C Data [XPT - 713.7 KB],/Nchs/Nhanes/2003-2004/SMQFAM_C.XPT,September 2006
Questionnaire,2001,2002,Smoking - Household Smokers,SMQFAM_B Doc,/Nchs/Nhanes/2001-2002/SMQFAM_B.htm,SMQFAM_B Data [XPT - 778.2 KB],/Nchs/Nhanes/2001-2002/SMQFAM_B.XPT,July 2004
Questionnaire,1999,2000,Smoking - Household Smokers,SMQFAM Doc,/Nchs/Nhanes/1999-2000/SMQFAM.htm,SMQFAM Data [XPT - 702.7 KB],/Nchs/Nhanes/1999-2000/SMQFAM.XPT,Updated July 2004
Questionnaire,2009,2010,Smoking - Household Smokers,SMQFAM_F Doc,/Nchs/Nhanes/2009-2010/SMQFAM_F.htm,SMQFAM_F Data [XPT - 413 KB],/Nchs/Nhanes/2009-2010/SMQFAM_F.XPT,September 2011
Questionnaire,2011,2012,Smoking - Household Smokers,SMQFAM_G Doc,/Nchs/Nhanes/2011-2012/SMQFAM_G.htm,SMQFAM_G Data [XPT - 382.5 KB],/Nchs/Nhanes/2011-2012/SMQFAM_G.XPT,September 2013
Questionnaire,2013,2014,Smoking - Household Smokers,SMQFAM_H Doc,/Nchs/Nhanes/2013-2014/SMQFAM_H.htm,SMQFAM_H Data [XPT - 319.2 KB],/Nchs/Nhanes/2013-2014/SMQFAM_H.XPT,October 2015
Questionnaire,2015,2016,Smoking - Household Smokers,SMQFAM_I Doc,/Nchs/Nhanes/2015-2016/SMQFAM_I.htm,SMQFAM_I Data [XPT - 312.9 KB],/Nchs/Nhanes/2015-2016/SMQFAM_I.XPT,September 2017
Questionnaire,2017,2018,Smoking - Household Smokers,SMQFAM_J Doc,/Nchs/Nhanes/2017-2018/SMQFAM_J.htm,SMQFAM_J Data [XPT - 290.5 KB],/Nchs/Nhanes/2017-2018/SMQFAM_J.XPT,February 2020
Questionnaire,2017,2020,Smoking - Household Smokers,P_SMQFAM Doc,/Nchs/Nhanes/2017-2018/P_SMQFAM.htm,P_SMQFAM Data [XPT - 365.9 KB],/Nchs/Nhanes/2017-2018/P_SMQFAM.XPT,December 2021
Questionnaire,2007,2008,Smoking - Recent Tobacco Use,SMQRTU_E Doc,/Nchs/Nhanes/2007-2008/SMQRTU_E.htm,SMQRTU_E Data [XPT - 1.3 MB],/Nchs/Nhanes/2007-2008/SMQRTU_E.XPT,September 2009
Questionnaire,2005,2006,Smoking - Recent Tobacco Use,SMQRTU_D Doc,/Nchs/Nhanes/2005-2006/SMQRTU_D.htm,SMQRTU_D Data [XPT - 1.3 MB],/Nchs/Nhanes/2005-2006/SMQRTU_D.XPT,December 2007
Questionnaire,2009,2010,Smoking - Recent Tobacco Use,SMQRTU_F Doc,/Nchs/Nhanes/2009-2010/SMQRTU_F.htm,SMQRTU_F Data [XPT - 1.4 MB],/Nchs/Nhanes/2009-2010/SMQRTU_F.XPT,September 2011
Questionnaire,2011,2012,Smoking - Recent Tobacco Use,SMQRTU_G Doc,/Nchs/Nhanes/2011-2012/SMQRTU_G.htm,SMQRTU_G Data [XPT - 1.2 MB],/Nchs/Nhanes/2011-2012/SMQRTU_G.XPT,September 2013
Questionnaire,2013,2014,Smoking - Recent Tobacco Use,SMQRTU_H Doc,/Nchs/Nhanes/2013-2014/SMQRTU_H.htm,SMQRTU_H Data [XPT - 1.5 MB],/Nchs/Nhanes/2013-2014/SMQRTU_H.XPT,Updated February 2018
Questionnaire,2015,2016,Smoking - Recent Tobacco Use,SMQRTU_I Doc,/Nchs/Nhanes/2015-2016/SMQRTU_I.htm,SMQRTU_I Data [XPT - 1.5 MB],/Nchs/Nhanes/2015-2016/SMQRTU_I.XPT,September 2017
Questionnaire,2017,2018,Smoking - Recent Tobacco Use,SMQRTU_J Doc,/Nchs/Nhanes/2017-2018/SMQRTU_J.htm,SMQRTU_J Data [XPT - 1.3 MB],/Nchs/Nhanes/2017-2018/SMQRTU_J.XPT,February 2020
Questionnaire,2017,2020,Smoking - Recent Tobacco Use,P_SMQRTU Doc,/Nchs/Nhanes/2017-2018/P_SMQRTU.htm,P_SMQRTU Data [XPT - 2 MB],/Nchs/Nhanes/2017-2018/P_SMQRTU.XPT,August 2021
Questionnaire,2013,2014,Smoking - Secondhand Smoke Exposure,SMQSHS_H Doc,/Nchs/Nhanes/2013-2014/SMQSHS_H.htm,SMQSHS_H Data [XPT - 1.1 MB],/Nchs/Nhanes/2013-2014/SMQSHS_H.XPT,October 2015
Questionnaire,2015,2016,Smoking - Secondhand Smoke Exposure,SMQSHS_I Doc,/Nchs/Nhanes/2015-2016/SMQSHS_I.htm,SMQSHS_I Data [XPT - 1.1 MB],/Nchs/Nhanes/2015-2016/SMQSHS_I.XPT,September 2017
Questionnaire,2017,2018,Smoking - Secondhand Smoke Exposure,SMQSHS_J Doc,/Nchs/Nhanes/2017-2018/SMQSHS_J.htm,SMQSHS_J Data [XPT - 1.1 MB],/Nchs/Nhanes/2017-2018/SMQSHS_J.XPT,February 2020
Questionnaire,2017,2020,Smoking - Secondhand Smoke Exposure,P_SMQSHS Doc,/Nchs/Nhanes/2017-2018/P_SMQSHS.htm,P_SMQSHS Data [XPT - 1.8 MB],/Nchs/Nhanes/2017-2018/P_SMQSHS.XPT,August 2021
Questionnaire,2007,2008,Social Support,SSQ_E Doc,/Nchs/Nhanes/2007-2008/SSQ_E.htm,SSQ_E Data [XPT - 664 KB],/Nchs/Nhanes/2007-2008/SSQ_E.XPT,September 2009
Questionnaire,1999,2000,Social Support,SSQ Doc,/Nchs/Nhanes/1999-2000/SSQ.htm,SSQ Data [XPT - 290 KB],/Nchs/Nhanes/1999-2000/SSQ.XPT,June 2002
Questionnaire,2005,2006,Social Support,SSQ_D Doc,/Nchs/Nhanes/2005-2006/SSQ_D.htm,SSQ_D Data [XPT - 505 KB],/Nchs/Nhanes/2005-2006/SSQ_D.XPT,December 2007
Questionnaire,2003,2004,Social Support,SSQ_C Doc,/Nchs/Nhanes/2003-2004/SSQ_C.htm,SSQ_C Data [XPT - 518.9 KB],/Nchs/Nhanes/2003-2004/SSQ_C.XPT,January 2007
Questionnaire,2001,2002,Social Support,SSQ_B Doc,/Nchs/Nhanes/2001-2002/SSQ_B.htm,SSQ_B Data [XPT - 295.9 KB],/Nchs/Nhanes/2001-2002/SSQ_B.XPT,May 2004
Questionnaire,2011,2012,Taste & Smell,CSQ_G Doc,/Nchs/Nhanes/2011-2012/CSQ_G.htm,CSQ_G Data [XPT - 990.8 KB],/Nchs/Nhanes/2011-2012/CSQ_G.XPT,September 2013
Questionnaire,2013,2014,Taste & Smell,CSQ_H Doc,/Nchs/Nhanes/2013-2014/CSQ_H.htm,CSQ_H Data [XPT - 1.1 MB],/Nchs/Nhanes/2013-2014/CSQ_H.XPT,Updated March 2016
Questionnaire,1999,2000,Tuberculosis,TBQ Doc,/Nchs/Nhanes/1999-2000/TBQ.htm,TBQ Data [XPT - 520.9 KB],/Nchs/Nhanes/1999-2000/TBQ.XPT,June 2002
Questionnaire,2011,2012,Tuberculosis,TBQ_G Doc,/Nchs/Nhanes/2011-2012/TBQ_G.htm,TBQ_G Data [XPT - 831.4 KB],/Nchs/Nhanes/2011-2012/TBQ_G.XPT,November 2013
Questionnaire,2007,2008,Vision,VIQ_E Doc,/Nchs/Nhanes/2007-2008/VIQ_E.htm,VIQ_E Data [XPT - 1012 KB],/Nchs/Nhanes/2007-2008/VIQ_E.XPT,September 2009
Questionnaire,1999,2000,Vision,VIQ Doc,/Nchs/Nhanes/1999-2000/VIQ.htm,VIQ Data [XPT - 229.2 KB],/Nchs/Nhanes/1999-2000/VIQ.XPT,February 2005
Questionnaire,2005,2006,Vision,VIQ_D Doc,/Nchs/Nhanes/2005-2006/VIQ_D.htm,VIQ_D Data [XPT - 1 MB],/Nchs/Nhanes/2005-2006/VIQ_D.XPT,April 2008
Questionnaire,2003,2004,Vision,VIQ_C Doc,/Nchs/Nhanes/2003-2004/VIQ_C.htm,VIQ_C Data [XPT - 514.5 KB],/Nchs/Nhanes/2003-2004/VIQ_C.XPT,November 2005
Questionnaire,2001,2002,Vision,VIQ_B Doc,/Nchs/Nhanes/2001-2002/VIQ_B.htm,VIQ_B Data [XPT - 242.7 KB],/Nchs/Nhanes/2001-2002/VIQ_B.XPT,February 2005
Questionnaire,2015,2016,Volatile Toxicant,VTQ_I Doc,/Nchs/Nhanes/2015-2016/VTQ_I.htm,VTQ_I Data [XPT - 640.4 KB],/Nchs/Nhanes/2015-2016/VTQ_I.XPT,June 2019
Questionnaire,2017,2018,Volatile Toxicant,VTQ_J Doc,/Nchs/Nhanes/2017-2018/VTQ_J.htm,VTQ_J Data [XPT - 573.9 KB],/Nchs/Nhanes/2017-2018/VTQ_J.XPT,December 2020
Questionnaire,2017,2020,Volatile Toxicant,P_VTQ Doc,/Nchs/Nhanes/2017-2018/P_VTQ.htm,P_VTQ Data [XPT - 937.6 KB],/Nchs/Nhanes/2017-2018/P_VTQ.XPT,November 2021
Questionnaire,2013,2014,Volatile Toxicant (Subsample),VTQ_H Doc,/Nchs/Nhanes/2013-2014/VTQ_H.htm,VTQ_H Data [XPT - 658.2 KB],/Nchs/Nhanes/2013-2014/VTQ_H.XPT,February 2017
Questionnaire,2011,2012,Volatile Toxicant (Subsample),VTQ_G Doc,/Nchs/Nhanes/2011-2012/VTQ_G.htm,VTQ_G Data [XPT - 569.9 KB],/Nchs/Nhanes/2011-2012/VTQ_G.XPT,April 2017
Questionnaire,2009,2010,Volatile Toxicant (Subsample),VTQ_F Doc,/Nchs/Nhanes/2009-2010/VTQ_F.htm,VTQ_F Data [XPT - 647.4 KB],/Nchs/Nhanes/2009-2010/VTQ_F.XPT,April 2017
Questionnaire,2007,2008,Weight History,WHQ_E Doc,/Nchs/Nhanes/2007-2008/WHQ_E.htm,WHQ_E Data [XPT - 2.9 MB],/Nchs/Nhanes/2007-2008/WHQ_E.XPT,September 2009
Questionnaire,1999,2000,Weight History,WHQ Doc,/Nchs/Nhanes/1999-2000/WHQ.htm,WHQ Data [XPT - 2 MB],/Nchs/Nhanes/1999-2000/WHQ.XPT,June 2002
Questionnaire,2001,2002,Weight History,WHQ_B Doc,/Nchs/Nhanes/2001-2002/WHQ_B.htm,WHQ_B Data [XPT - 2.1 MB],/Nchs/Nhanes/2001-2002/WHQ_B.XPT,June 2010
Questionnaire,2005,2006,Weight History,WHQ_D Doc,/Nchs/Nhanes/2005-2006/WHQ_D.htm,WHQ_D Data [XPT - 2.8 MB],/Nchs/Nhanes/2005-2006/WHQ_D.XPT,November 2007
Questionnaire,2003,2004,Weight History,WHQ_C Doc,/Nchs/Nhanes/2003-2004/WHQ_C.htm,WHQ_C Data [XPT - 2 MB],/Nchs/Nhanes/2003-2004/WHQ_C.XPT,July 2006
Questionnaire,2009,2010,Weight History,WHQ_F Doc,/Nchs/Nhanes/2009-2010/WHQ_F.htm,WHQ_F Data [XPT - 3.3 MB],/Nchs/Nhanes/2009-2010/WHQ_F.XPT,October 2012
Questionnaire,2011,2012,Weight History,WHQ_G Doc,/Nchs/Nhanes/2011-2012/WHQ_G.htm,WHQ_G Data [XPT - 3 MB],/Nchs/Nhanes/2011-2012/WHQ_G.XPT,July 2014
Questionnaire,2013,2014,Weight History,WHQ_H Doc,/Nchs/Nhanes/2013-2014/WHQ_H.htm,WHQ_H Data [XPT - 1.7 MB],/Nchs/Nhanes/2013-2014/WHQ_H.XPT,March 2016
Questionnaire,2015,2016,Weight History,WHQ_I Doc,/Nchs/Nhanes/2015-2016/WHQ_I.htm,WHQ_I Data [XPT - 1.8 MB],/Nchs/Nhanes/2015-2016/WHQ_I.XPT,April 2018
Questionnaire,2017,2018,Weight History,WHQ_J Doc,/Nchs/Nhanes/2017-2018/WHQ_J.htm,WHQ_J Data [XPT - 1.7 MB],/Nchs/Nhanes/2017-2018/WHQ_J.XPT,June 2020
Questionnaire,2017,2020,Weight History,P_WHQ Doc,/Nchs/Nhanes/2017-2018/P_WHQ.htm,P_WHQ Data [XPT - 2.7 MB],/Nchs/Nhanes/2017-2018/P_WHQ.XPT,November 2021
Questionnaire,2007,2008,Weight History - Youth,WHQMEC_E Doc,/Nchs/Nhanes/2007-2008/WHQMEC_E.htm,WHQMEC_E Data [XPT - 282.9 KB],/Nchs/Nhanes/2007-2008/WHQMEC_E.XPT,September 2009
Questionnaire,2005,2006,Weight History - Youth,WHQMEC_D Doc,/Nchs/Nhanes/2005-2006/WHQMEC_D.htm,WHQMEC_D Data [XPT - 375.9 KB],/Nchs/Nhanes/2005-2006/WHQMEC_D.XPT,December 2007
Questionnaire,2009,2010,Weight History - Youth,WHQMEC_F Doc,/Nchs/Nhanes/2009-2010/WHQMEC_F.htm,WHQMEC_F Data [XPT - 290.9 KB],/Nchs/Nhanes/2009-2010/WHQMEC_F.XPT,January 2012
Questionnaire,2011,2012,Weight History - Youth,WHQMEC_G Doc,/Nchs/Nhanes/2011-2012/WHQMEC_G.htm,WHQMEC_G Data [XPT - 289.3 KB],/Nchs/Nhanes/2011-2012/WHQMEC_G.XPT,March 2014
Questionnaire,2013,2014,Weight History - Youth,WHQMEC_H Doc,/Nchs/Nhanes/2013-2014/WHQMEC_H.htm,WHQMEC_H Data [XPT - 49.8 KB],/Nchs/Nhanes/2013-2014/WHQMEC_H.XPT,March 2016
Questionnaire,2015,2016,Weight History - Youth,WHQMEC_I Doc,/Nchs/Nhanes/2015-2016/WHQMEC_I.htm,WHQMEC_I Data [XPT - 49 KB],/Nchs/Nhanes/2015-2016/WHQMEC_I.XPT,April 2018
Questionnaire,2017,2018,Weight History - Youth,WHQMEC_J Doc,/Nchs/Nhanes/2017-2018/WHQMEC_J.htm,WHQMEC_J Data [XPT - 42 KB],/Nchs/Nhanes/2017-2018/WHQMEC_J.XPT,June 2020
Questionnaire,2017,2020,Weight History - Youth,P_WHQMEC Doc,/Nchs/Nhanes/2017-2018/P_WHQMEC.htm,P_WHQMEC Data [XPT - 70.4 KB],/Nchs/Nhanes/2017-2018/P_WHQMEC.XPT,November 2021
Demographics,2005,2006,Demographic Variables & Sample Weights,DEMO_D Doc,/Nchs/Nhanes/2005-2006/DEMO_D.htm,DEMO_D Data [XPT - 3.4 MB],/Nchs/Nhanes/2005-2006/DEMO_D.XPT,Updated September 2009
Demographics,2007,2008,Demographic Variables & Sample Weights,DEMO_E Doc,/Nchs/Nhanes/2007-2008/DEMO_E.htm,DEMO_E Data [XPT - 3.3 MB],/Nchs/Nhanes/2007-2008/DEMO_E.XPT,September 2009
Demographics,2003,2004,Demographic Variables & Sample Weights,DEMO_C Doc,/Nchs/Nhanes/2003-2004/DEMO_C.htm,DEMO_C Data [XPT - 3.4 MB],/Nchs/Nhanes/2003-2004/DEMO_C.XPT,Updated September 2009
Demographics,2001,2002,Demographic Variables & Sample Weights,DEMO_B Doc,/Nchs/Nhanes/2001-2002/DEMO_B.htm,DEMO_B Data [XPT - 3.1 MB],/Nchs/Nhanes/2001-2002/DEMO_B.XPT,Updated September 2009
Demographics,1999,2000,Demographic Variables & Sample Weights,DEMO Doc,/Nchs/Nhanes/1999-2000/DEMO.htm,DEMO Data [XPT - 11 MB],/Nchs/Nhanes/1999-2000/DEMO.XPT,Updated September 2009
Demographics,2009,2010,Demographic Variables & Sample Weights,DEMO_F Doc,/Nchs/Nhanes/2009-2010/DEMO_F.htm,DEMO_F Data [XPT - 3.5 MB],/Nchs/Nhanes/2009-2010/DEMO_F.XPT,September 2011
Demographics,2011,2012,Demographic Variables & Sample Weights,DEMO_G Doc,/Nchs/Nhanes/2011-2012/DEMO_G.htm,DEMO_G Data [XPT - 3.6 MB],/Nchs/Nhanes/2011-2012/DEMO_G.XPT,Updated January 2015
Demographics,2013,2014,Demographic Variables and Sample Weights,DEMO_H Doc,/Nchs/Nhanes/2013-2014/DEMO_H.htm,DEMO_H Data [XPT - 3.7 MB],/Nchs/Nhanes/2013-2014/DEMO_H.XPT,October 2015
Demographics,2015,2016,Demographic Variables and Sample Weights,DEMO_I Doc,/Nchs/Nhanes/2015-2016/DEMO_I.htm,DEMO_I Data [XPT - 3.6 MB],/Nchs/Nhanes/2015-2016/DEMO_I.XPT,September 2017
Demographics,2017,2018,Demographic Variables and Sample Weights,DEMO_J Doc,/Nchs/Nhanes/2017-2018/DEMO_J.htm,DEMO_J Data [XPT - 3.3 MB],/Nchs/Nhanes/2017-2018/DEMO_J.XPT,February 2020
Demographics,2017,2020,Demographic Variables and Sample Weights,P_DEMO Doc,/Nchs/Nhanes/2017-2018/P_DEMO.htm,P_DEMO Data [XPT - 3.4 MB],/Nchs/Nhanes/2017-2018/P_DEMO.XPT,May 2021
Dietary,1999,2000,Dietary Interview - Individual Foods,DRXIFF Doc,/Nchs/Nhanes/1999-2000/DRXIFF.htm,DRXIFF Data [XPT - 68.3 MB],/Nchs/Nhanes/1999-2000/DRXIFF.XPT,Updated July 2010
Dietary,2001,2002,Dietary Interview - Individual Foods,DRXIFF_B Doc,/Nchs/Nhanes/2001-2002/DRXIFF_B.htm,DRXIFF_B Data [XPT - 81.8 MB],/Nchs/Nhanes/2001-2002/DRXIFF_B.XPT,Updated July 2010
Dietary,2003,2004,"Dietary Interview - Individual Foods, First Day",DR1IFF_C Doc,/Nchs/Nhanes/2003-2004/DR1IFF_C.htm,DR1IFF_C Data [XPT - 82.1 MB],/Nchs/Nhanes/2003-2004/DR1IFF_C.XPT,Updated November 2007
Dietary,2009,2010,"Dietary Interview - Individual Foods, First Day",DR1IFF_F Doc,/Nchs/Nhanes/2009-2010/DR1IFF_F.htm,DR1IFF_F Data [XPT - 97.9 MB],/Nchs/Nhanes/2009-2010/DR1IFF_F.XPT,Updated May 2013
Dietary,2007,2008,"Dietary Interview - Individual Foods, First Day",DR1IFF_E Doc,/Nchs/Nhanes/2007-2008/DR1IFF_E.htm,DR1IFF_E Data [XPT - 94.5 MB],/Nchs/Nhanes/2007-2008/DR1IFF_E.XPT,Updated May 2013
Dietary,2011,2012,"Dietary Interview - Individual Foods, First Day",DR1IFF_G Doc,/Nchs/Nhanes/2011-2012/DR1IFF_G.htm,DR1IFF_G Data [XPT - 82 MB],/Nchs/Nhanes/2011-2012/DR1IFF_G.XPT,September 2014
Dietary,2005,2006,"Dietary Interview - Individual Foods, First Day",DR1IFF_D Doc,/Nchs/Nhanes/2005-2006/DR1IFF_D.htm,DR1IFF_D Data [XPT - 93.1 MB],/Nchs/Nhanes/2005-2006/DR1IFF_D.XPT,July 2008
Dietary,2013,2014,"Dietary Interview - Individual Foods, First Day",DR1IFF_H Doc,/Nchs/Nhanes/2013-2014/DR1IFF_H.htm,DR1IFF_H Data [XPT - 84.2 MB],/Nchs/Nhanes/2013-2014/DR1IFF_H.XPT,September 2016
Dietary,2015,2016,"Dietary Interview - Individual Foods, First Day",DR1IFF_I Doc,/Nchs/Nhanes/2015-2016/DR1IFF_I.htm,DR1IFF_I Data [XPT - 77.9 MB],/Nchs/Nhanes/2015-2016/DR1IFF_I.XPT,July 2018
Dietary,2017,2018,"Dietary Interview - Individual Foods, First Day",DR1IFF_J Doc,/Nchs/Nhanes/2017-2018/DR1IFF_J.htm,DR1IFF_J Data [XPT - 72.2 MB],/Nchs/Nhanes/2017-2018/DR1IFF_J.XPT,June 2020
Dietary,2003,2004,"Dietary Interview - Individual Foods, Second Day",DR2IFF_C Doc,/Nchs/Nhanes/2003-2004/DR2IFF_C.htm,DR2IFF_C Data [XPT - 75.6 MB],/Nchs/Nhanes/2003-2004/DR2IFF_C.XPT,Updated November 2007
Dietary,2009,2010,"Dietary Interview - Individual Foods, Second Day",DR2IFF_F Doc,/Nchs/Nhanes/2009-2010/DR2IFF_F.htm,DR2IFF_F Data [XPT - 83.8 MB],/Nchs/Nhanes/2009-2010/DR2IFF_F.XPT,Updated May 2013
Dietary,2007,2008,"Dietary Interview - Individual Foods, Second Day",DR2IFF_E Doc,/Nchs/Nhanes/2007-2008/DR2IFF_E.htm,DR2IFF_E Data [XPT - 78.7 MB],/Nchs/Nhanes/2007-2008/DR2IFF_E.XPT,Updated May 2013
Dietary,2011,2012,"Dietary Interview - Individual Foods, Second Day",DR2IFF_G Doc,/Nchs/Nhanes/2011-2012/DR2IFF_G.htm,DR2IFF_G Data [XPT - 72.7 MB],/Nchs/Nhanes/2011-2012/DR2IFF_G.XPT,September 2014
Dietary,2005,2006,"Dietary Interview - Individual Foods, Second Day",DR2IFF_D Doc,/Nchs/Nhanes/2005-2006/DR2IFF_D.htm,DR2IFF_D Data [XPT - 83.7 MB],/Nchs/Nhanes/2005-2006/DR2IFF_D.XPT,July 2008
Dietary,2013,2014,"Dietary Interview - Individual Foods, Second Day",DR2IFF_H Doc,/Nchs/Nhanes/2013-2014/DR2IFF_H.htm,DR2IFF_H Data [XPT - 72.2 MB],/Nchs/Nhanes/2013-2014/DR2IFF_H.XPT,September 2016
Dietary,2015,2016,"Dietary Interview - Individual Foods, Second Day",DR2IFF_I Doc,/Nchs/Nhanes/2015-2016/DR2IFF_I.htm,DR2IFF_I Data [XPT - 64.5 MB],/Nchs/Nhanes/2015-2016/DR2IFF_I.XPT,July 2018
Dietary,2017,2018,"Dietary Interview - Individual Foods, Second Day",DR2IFF_J Doc,/Nchs/Nhanes/2017-2018/DR2IFF_J.htm,DR2IFF_J Data [XPT - 59.9 MB],/Nchs/Nhanes/2017-2018/DR2IFF_J.XPT,June 2020
Dietary,1999,2000,Dietary Interview - Total Nutrient Intakes,DRXTOT Doc,/Nchs/Nhanes/1999-2000/DRXTOT.htm,DRXTOT Data [XPT - 9.4 MB],/Nchs/Nhanes/1999-2000/DRXTOT.XPT,Updated July 2010
